450 83194
0 15 4
0 17 6
0 18 3
0 19 7
0 20 7
0 21 2
0 23 6
0 24 3
0 25 7
0 26 10
0 27 4
0 29 2
0 30 2
0 32 6
0 34 8
0 36 8
0 37 7
0 38 8
0 39 8
0 41 6
0 43 8
0 44 3
0 45 5
0 47 10
0 49 9
0 50 9
0 51 6
0 52 7
0 53 7
0 54 6
0 55 6
0 56 10
0 57 5
0 58 7
0 59 8
0 61 3
0 63 5
0 64 6
0 65 2
0 68 4
0 69 5
0 70 9
0 71 3
0 72 5
0 75 5
0 76 6
0 79 4
0 80 6
0 81 8
0 82 3
0 85 4
0 87 5
0 89 7
0 90 6
0 91 10
0 92 9
0 93 2
0 94 6
0 95 3
0 96 2
0 97 3
0 98 3
0 99 3
0 100 4
0 101 9
0 102 9
0 103 4
0 104 7
0 105 6
0 107 9
0 110 5
0 112 2
0 114 9
0 116 10
0 118 6
0 119 5
0 120 8
0 121 3
0 122 6
0 123 6
0 124 6
0 125 10
0 126 3
0 127 4
0 128 3
0 129 5
0 130 6
0 131 5
0 132 6
0 133 9
0 134 10
0 136 10
0 137 6
0 139 4
0 140 3
0 142 4
0 145 6
0 146 9
0 147 10
0 148 4
0 149 6
0 150 2
0 151 10
0 152 2
0 153 4
0 154 2
0 155 2
0 156 3
0 157 2
0 158 10
0 159 2
0 160 3
0 161 8
0 162 6
0 164 5
0 165 6
0 167 9
0 168 2
0 170 5
0 171 8
0 173 9
0 174 10
0 178 2
0 179 8
0 180 9
0 182 6
0 183 3
0 184 5
0 185 4
0 186 10
0 187 3
0 188 2
0 191 5
0 194 9
0 195 2
0 196 2
0 197 4
0 199 2
0 201 10
0 202 3
0 203 5
0 205 8
0 206 5
0 207 5
0 208 10
0 209 7
0 210 8
0 211 5
0 212 6
0 213 8
0 214 7
0 215 5
0 216 9
0 217 6
0 218 7
0 219 9
0 220 7
0 221 10
0 222 9
0 223 6
0 224 9
0 228 4
0 230 10
0 231 3
0 232 6
0 233 10
0 235 9
0 237 10
0 238 7
0 240 3
0 241 8
0 242 8
0 243 6
0 244 8
0 245 3
0 246 7
0 247 10
0 248 10
0 249 6
0 250 2
0 251 3
0 252 6
0 253 10
0 254 5
0 256 5
0 257 4
0 260 4
0 261 7
0 263 8
0 270 5
0 271 7
0 272 10
0 273 6
0 274 6
0 275 6
0 276 3
0 277 9
0 278 6
0 279 9
0 280 9
0 281 3
0 282 2
0 283 5
0 284 9
0 285 5
0 286 7
0 287 5
0 288 5
0 289 4
0 290 9
0 291 6
0 292 2
0 293 6
0 296 2
0 297 7
0 298 2
0 300 2
0 301 6
0 302 2
0 303 4
0 304 8
0 305 10
0 306 10
0 307 8
0 308 8
0 309 9
0 310 3
0 311 6
0 312 2
0 313 9
0 314 2
0 315 10
0 316 7
0 317 10
0 318 4
0 319 6
0 320 4
0 321 7
0 322 9
0 323 7
0 324 3
0 325 6
0 326 3
0 327 9
0 328 10
0 329 7
0 330 10
0 331 4
0 332 4
0 333 9
0 334 10
0 335 4
0 336 8
0 337 6
0 338 7
0 339 7
0 340 8
0 341 9
0 342 6
0 343 7
0 344 8
0 345 2
0 346 8
0 347 8
0 348 3
0 349 7
0 350 4
0 351 3
0 352 8
0 353 9
0 354 10
0 355 3
0 356 10
0 357 8
0 358 8
0 359 6
0 360 4
0 361 10
0 362 9
0 363 9
0 364 4
0 365 3
0 366 3
0 367 6
0 368 9
0 369 5
0 370 10
0 371 10
0 372 10
0 373 8
0 374 8
0 375 3
0 376 3
0 377 2
0 378 6
0 379 3
0 380 2
0 382 8
0 383 8
0 384 7
0 386 9
0 387 10
0 390 8
0 391 9
0 392 9
0 393 7
0 395 6
0 396 4
0 397 3
0 399 4
0 400 8
0 402 2
0 403 9
0 404 7
0 405 10
0 406 6
0 407 9
0 408 6
0 409 7
0 410 4
0 411 2
0 412 3
0 413 9
0 414 2
0 415 10
0 416 4
0 417 9
0 418 5
0 419 3
0 420 9
0 421 3
0 422 9
0 423 7
0 424 4
0 425 4
0 426 4
0 427 9
0 428 7
0 429 7
0 430 2
0 431 10
0 432 5
0 433 8
0 434 6
0 435 3
0 436 7
0 437 6
0 438 4
0 439 4
0 440 10
0 441 10
0 442 7
0 444 8
0 445 3
0 446 2
0 447 2
0 448 9
0 449 5
1 15 4
1 16 10
1 17 3
1 18 7
1 19 10
1 20 6
1 21 4
1 22 5
1 23 7
1 25 5
1 26 5
1 27 3
1 28 3
1 29 6
1 30 9
1 32 10
1 33 7
1 35 3
1 37 7
1 38 7
1 39 9
1 40 3
1 41 9
1 43 4
1 44 4
1 46 4
1 47 2
1 48 4
1 50 9
1 51 9
1 55 2
1 57 7
1 60 7
1 61 9
1 62 4
1 65 9
1 66 9
1 67 3
1 68 6
1 69 4
1 70 7
1 71 5
1 72 5
1 73 10
1 74 6
1 76 2
1 79 8
1 82 8
1 84 3
1 86 3
1 89 2
1 90 3
1 91 9
1 92 4
1 93 10
1 94 9
1 95 9
1 96 7
1 97 10
1 98 7
1 99 6
1 100 5
1 101 2
1 102 4
1 103 8
1 104 9
1 105 4
1 108 3
1 109 8
1 110 5
1 112 2
1 113 4
1 115 7
1 117 8
1 118 7
1 119 10
1 120 6
1 121 4
1 122 8
1 123 3
1 124 7
1 125 10
1 126 9
1 127 4
1 128 5
1 129 9
1 130 3
1 131 2
1 132 9
1 133 9
1 134 6
1 135 10
1 137 4
1 141 8
1 142 9
1 145 9
1 147 2
1 151 2
1 152 9
1 153 3
1 155 5
1 157 10
1 159 2
1 161 7
1 162 9
1 163 7
1 164 10
1 165 2
1 166 2
1 167 2
1 169 2
1 170 5
1 171 8
1 172 8
1 173 6
1 175 10
1 177 3
1 178 2
1 179 5
1 180 2
1 181 3
1 183 9
1 184 8
1 185 2
1 186 10
1 187 10
1 188 7
1 191 9
1 193 10
1 194 8
1 195 6
1 196 2
1 197 9
1 198 7
1 199 3
1 200 5
1 202 3
1 203 7
1 204 9
1 206 10
1 207 9
1 208 4
1 210 10
1 211 5
1 212 5
1 213 4
1 214 5
1 215 9
1 216 4
1 217 10
1 218 4
1 219 8
1 220 6
1 221 10
1 222 4
1 223 2
1 224 2
1 225 2
1 226 5
1 228 7
1 231 10
1 232 3
1 233 6
1 234 7
1 235 9
1 236 4
1 237 6
1 238 4
1 239 4
1 240 10
1 241 10
1 242 6
1 243 3
1 244 8
1 245 7
1 246 7
1 247 6
1 248 10
1 249 8
1 250 3
1 251 10
1 252 5
1 253 3
1 254 9
1 257 7
1 260 5
1 261 2
1 262 8
1 264 8
1 269 7
1 270 3
1 271 7
1 272 10
1 273 4
1 274 2
1 275 2
1 276 7
1 277 5
1 278 10
1 279 9
1 280 8
