760 247106
0 19 8
0 20 3
0 21 4
0 22 5
0 23 3
0 24 8
0 25 6
0 26 9
0 27 4
0 28 8
0 29 8
0 30 8
0 31 5
0 32 4
0 33 2
0 34 2
0 35 7
0 36 7
0 37 6
0 39 5
0 41 2
0 44 4
0 45 7
0 46 2
0 47 8
0 48 6
0 49 8
0 50 3
0 52 6
0 53 8
0 54 8
0 55 6
0 56 5
0 57 7
0 58 9
0 59 7
0 60 2
0 61 6
0 62 5
0 63 5
0 64 10
0 65 10
0 66 10
0 67 10
0 68 6
0 69 9
0 70 6
0 71 7
0 72 6
0 73 10
0 74 4
0 75 7
0 76 5
0 77 8
0 78 8
0 79 8
0 80 2
0 81 6
0 82 3
0 83 2
0 84 8
0 85 7
0 86 2
0 87 10
0 88 6
0 89 7
0 90 5
0 91 4
0 92 3
0 93 6
0 94 7
0 95 10
0 96 8
0 97 7
0 98 6
0 99 9
0 100 9
0 101 4
0 102 3
0 103 6
0 104 8
0 105 10
0 106 6
0 107 10
0 108 10
0 109 3
0 110 3
0 111 5
0 112 8
0 113 4
0 114 8
0 115 8
0 116 3
0 117 5
0 118 7
0 119 5
0 120 6
0 121 3
0 122 6
0 123 8
0 124 6
0 125 10
0 126 9
0 127 6
0 128 5
0 129 8
0 130 4
0 131 3
0 132 10
0 133 3
0 134 8
0 135 3
0 136 6
0 137 6
0 138 7
0 139 9
0 140 10
0 141 3
0 142 10
0 143 7
0 144 6
0 145 5
0 146 3
0 147 6
0 148 7
0 149 8
0 150 4
0 151 3
0 152 3
0 153 4
0 154 8
0 155 4
0 156 7
0 157 3
0 158 6
0 159 9
0 160 9
0 161 9
0 162 10
0 163 7
0 164 3
0 165 3
0 166 10
0 167 7
0 168 4
0 169 4
0 170 2
0 171 10
0 172 7
0 173 8
0 174 4
0 175 6
0 176 2
0 177 7
0 178 6
0 179 2
0 180 10
0 181 4
0 182 9
0 183 4
0 184 10
0 185 2
0 186 7
0 187 6
0 188 10
0 189 2
0 190 10
0 192 5
0 194 4
0 195 2
0 196 4
0 198 9
0 199 9
0 200 8
0 201 2
0 202 3
0 203 3
0 204 7
0 205 4
0 206 9
0 207 6
0 208 9
0 209 2
0 210 5
0 211 3
0 212 9
0 213 3
0 214 4
0 215 3
0 216 3
0 217 2
0 218 4
0 219 8
0 220 3
0 221 3
0 222 4
0 223 2
0 224 8
0 225 7
0 226 6
0 227 10
0 228 10
0 229 3
0 230 10
0 231 9
0 232 9
0 233 8
0 234 5
0 235 5
0 236 7
0 237 10
0 238 5
0 239 2
0 240 8
0 241 10
0 242 7
0 243 4
0 244 3
0 245 6
0 246 4
0 247 10
0 248 9
0 249 3
0 250 8
0 251 6
0 252 7
0 253 4
0 254 5
0 255 7
0 256 4
0 257 10
0 258 5
0 259 5
0 260 2
0 261 6
0 262 2
0 263 9
0 264 8
0 265 10
0 266 9
0 267 10
0 268 10
0 269 8
0 270 10
0 271 3
0 272 4
0 273 10
0 274 7
0 275 9
0 276 3
0 277 5
0 278 5
0 279 3
0 280 5
0 281 8
0 282 10
0 283 5
0 284 4
0 285 5
0 288 5
0 289 5
0 290 8
0 291 7
0 292 10
0 293 10
0 294 6
0 295 9
0 296 8
0 298 4
0 299 7
0 303 2
0 304 3
0 305 2
0 306 3
0 307 3
0 308 4
0 309 9
0 310 5
0 311 10
0 312 9
0 313 9
0 314 5
0 315 3
0 316 6
0 317 2
0 318 3
0 319 8
0 320 6
0 321 9
0 322 8
0 323 9
0 324 7
0 325 6
0 326 2
0 327 5
0 328 9
0 329 7
0 330 7
0 331 5
0 332 9
0 333 3
0 334 6
0 335 10
0 336 5
0 337 7
0 338 9
0 339 4
0 340 2
0 341 2
0 342 5
0 346 5
0 347 3
0 348 4
0 351 6
0 352 8
0 354 8
0 355 2
0 359 10
0 361 4
0 362 6
0 363 6
0 364 4
0 365 7
0 366 9
0 367 10
0 368 5
0 369 3
0 370 6
0 371 2
0 372 8
0 373 2
0 374 3
0 375 2
0 376 3
0 377 2
0 378 3
0 379 8
0 380 10
0 381 4
0 382 8
0 383 7
0 384 4
0 385 8
0 386 9
0 387 3
0 388 6
0 389 5
0 390 4
0 391 8
0 392 3
0 393 10
0 394 8
0 395 6
0 396 6
0 397 9
0 398 2
0 399 8
0 400 9
0 401 5
0 402 4
0 403 3
0 404 5
0 405 8
0 406 7
0 407 7
0 408 7
0 409 10
0 410 9
0 411 10
0 412 2
0 413 8
0 414 6
0 415 6
0 416 8
0 417 6
0 418 8
0 419 8
0 420 8
0 421 6
0 422 3
0 423 2
0 424 2
0 425 8
0 426 3
0 427 9
0 428 7
0 429 5
0 430 6
0 431 5
0 432 7
0 433 8
0 434 8
0 435 3
0 436 4
0 438 3
0 440 3
0 442 8
0 446 2
0 449 10
0 451 3
0 452 4
0 454 2
0 455 2
0 457 2
0 458 4
0 459 5
0 460 3
0 463 3
0 464 6
0 465 7
0 466 6
0 467 3
0 468 2
0 469 10
0 470 2
0 471 5
0 473 5
0 474 8
0 475 3
0 476 7
0 477 4
0 478 6
0 479 7
0 480 8
0 481 2
0 482 9
0 483 4
0 484 2
0 485 3
0 486 4
0 487 5
0 488 5
0 489 2
0 490 3
0 491 2
0 492 10
0 493 7
0 494 10
0 495 3
0 496 6
0 497 9
0 498 2
0 499 8
0 500 8
0 501 2
0 502 2
0 503 6
0 504 6
0 505 9
0 506 3
0 507 10
0 508 10
0 509 7
0 510 4
0 511 9
0 512 8
0 513 9
0 514 8
0 515 8
0 516 10
0 517 4
0 518 2
0 519 4
0 520 3
0 521 9
0 522 8
0 523 3
0 524 2
0 525 6
0 526 4
0 527 5
0 528 5
0 529 8
0 530 4
0 531 7
0 532 3
0 533 4
0 534 9
0 535 8
0 536 4
0 537 9
0 538 4
0 539 2
0 540 9
0 541 8
0 542 2
0 543 3
0 544 3
0 545 10
0 546 10
0 547 7
0 548 5
0 549 7
0 550 6
0 551 8
0 552 4
0 553 10
0 554 6
0 555 9
0 556 8
0 557 5
0 558 2
0 559 7
0 560 7
0 561 5
0 562 7
0 563 3
0 564 9
0 565 6
0 566 5
0 567 9
0 568 7
0 569 10
0 571 8
0 572 10
0 574 9
0 575 10
0 577 5
0 578 8
0 579 9
0 581 5
0 582 3
0 583 4
0 584 2
0 585 8
0 589 7
0 590 4
0 591 3
0 592 5
0 593 4
0 594 8
0 595 7
0 596 10
0 597 6
0 598 2
0 599 6
0 600 7
0 601 8
0 602 4
0 603 2
0 604 6
0 605 3
0 606 6
0 607 10
0 608 4
0 609 8
0 610 7
0 611 7
0 612 9
0 613 5
0 614 8
0 615 3
0 616 2
0 617 2
0 618 10
0 619 7
0 620 2
0 621 9
0 622 6
0 623 8
0 624 5
0 625 4
0 626 9
0 627 10
0 628 4
0 629 10
0 631 2
0 632 2
0 634 10
0 635 8
0 636 3
0 637 3
0 638 2
0 639 8
0 641 7
0 642 9
0 645 8
0 646 10
0 647 9
0 648 3
0 649 8
0 650 5
0 651 9
0 652 2
0 653 9
0 654 9
0 655 8
0 657 2
0 659 8
0 660 8
0 663 10
0 664 7
0 665 10
0 666 6
0 667 5
0 668 5
0 669 8
0 670 2
0 671 8
0 672 6
0 673 7
