760 246801
0 19 8
0 20 5
0 22 6
0 23 6
0 24 7
0 25 2
0 29 7
0 30 4
0 31 8
0 32 8
0 33 2
0 36 10
0 38 2
0 39 2
0 40 5
0 41 8
0 42 5
0 43 6
0 44 10
0 45 10
0 46 7
0 47 10
0 48 2
0 49 5
0 51 7
0 53 6
0 54 10
0 56 6
0 57 9
0 58 7
0 59 7
0 60 8
0 61 6
0 62 5
0 63 7
0 64 9
0 65 6
0 66 5
0 67 7
0 68 8
0 69 8
0 70 4
0 71 5
0 72 7
0 73 7
0 74 7
0 75 8
0 76 4
0 77 2
0 78 8
0 79 8
0 81 6
0 82 8
0 83 7
0 84 6
0 87 9
0 88 8
0 89 6
0 90 3
0 91 7
0 93 9
0 94 3
0 95 8
0 96 2
0 97 5
0 98 4
0 99 5
0 100 7
0 101 8
0 102 10
0 103 4
0 104 6
0 105 4
0 106 8
0 107 6
0 108 4
0 109 10
0 110 6
0 111 6
0 112 8
0 113 8
0 114 9
0 115 10
0 116 5
0 117 4
0 118 7
0 119 10
0 120 10
0 121 8
0 122 8
0 123 8
0 124 5
0 125 4
0 126 9
0 127 7
0 128 5
0 129 4
0 130 3
0 131 4
0 132 8
0 133 10
0 134 10
0 135 6
0 136 2
0 137 9
0 138 3
0 139 8
0 140 4
0 141 7
0 142 7
0 143 3
0 144 4
0 145 2
0 146 3
0 147 2
0 148 9
0 149 7
0 150 7
0 151 4
0 152 8
0 153 8
0 154 9
0 155 6
0 156 10
0 157 2
0 158 10
0 159 8
0 160 5
0 161 5
0 162 6
0 163 5
0 164 5
0 165 2
0 166 7
0 167 8
0 168 2
0 169 10
0 170 9
0 171 9
0 172 4
0 175 10
0 176 7
0 177 2
0 179 5
0 180 5
0 182 10
0 184 9
0 185 10
0 186 3
0 187 3
0 189 10
0 190 3
0 191 8
0 192 4
0 193 3
0 194 9
0 196 9
0 197 3
0 198 6
0 200 2
0 201 7
0 205 3
0 207 7
0 208 7
0 209 10
0 210 9
0 211 6
0 212 5
0 213 9
0 214 10
0 215 8
0 216 5
0 217 2
0 218 9
0 219 10
0 220 8
0 221 4
0 222 10
0 223 5
0 224 5
0 225 7
0 226 9
0 227 7
0 228 7
0 229 5
0 230 8
0 231 2
0 232 7
0 233 6
0 234 8
0 235 10
0 236 10
0 237 10
0 238 3
0 239 6
0 240 4
0 241 3
0 242 10
0 243 5
0 244 9
0 245 8
0 246 7
0 247 4
0 248 5
0 249 8
0 251 7
0 252 5
0 253 9
0 255 5
0 256 3
0 257 5
0 259 2
0 260 2
0 261 8
0 263 2
0 264 5
0 265 10
0 266 8
0 267 10
0 268 6
0 269 2
0 270 4
0 271 6
0 272 5
0 273 6
0 274 10
0 275 3
0 276 7
0 277 8
0 278 5
0 279 9
0 280 7
0 281 7
0 282 4
0 283 4
0 284 2
0 285 4
0 286 6
0 287 9
0 288 7
0 289 2
0 290 3
0 291 5
0 292 2
0 293 9
0 294 4
0 295 6
0 296 5
0 297 8
0 298 8
0 299 9
0 300 5
0 301 9
0 302 5
0 303 7
0 304 10
0 305 4
0 306 8
0 307 10
0 308 9
0 309 8
0 310 8
0 311 9
0 312 5
0 313 3
0 314 8
0 315 6
0 316 8
0 317 8
0 318 3
0 319 8
0 320 8
0 321 4
0 322 3
0 324 5
0 325 10
0 326 9
0 329 3
0 331 8
0 335 2
0 337 2
0 338 5
0 339 2
0 340 3
0 341 8
0 342 3
0 343 10
0 344 2
0 345 5
0 346 7
0 347 8
0 348 3
0 349 6
0 350 2
0 351 9
0 352 6
0 353 8
0 354 9
0 355 3
0 356 2
0 357 4
0 358 7
0 359 9
0 360 4
0 361 6
0 362 10
0 363 6
0 364 3
0 365 4
0 366 4
0 367 7
0 368 9
0 369 6
0 370 10
0 371 4
0 372 6
0 373 6
0 374 3
0 375 7
0 376 2
0 377 10
0 378 7
0 379 8
0 380 10
0 381 5
0 382 2
0 383 2
0 384 7
0 385 8
0 386 8
0 387 10
0 388 10
0 389 9
0 390 9
0 391 10
0 392 10
0 393 6
0 394 10
0 395 7
0 396 3
0 397 4
0 398 6
0 399 2
0 400 7
0 401 3
0 402 3
0 403 3
0 404 3
0 405 9
0 406 9
0 407 3
0 408 10
0 409 6
0 410 3
0 411 8
0 412 4
0 413 10
0 414 9
0 415 6
0 416 3
0 417 7
0 418 8
0 419 9
0 420 3
0 421 4
0 422 6
0 423 2
0 424 9
0 425 2
0 426 4
0 427 9
0 428 5
0 429 2
0 430 4
0 431 2
0 432 9
0 433 3
0 434 3
0 435 8
0 436 6
0 437 2
0 438 9
0 439 10
0 440 5
0 441 3
0 442 2
0 443 6
0 444 3
0 445 7
0 446 6
0 447 5
0 448 6
0 449 9
0 450 10
0 451 8
0 452 10
0 453 9
0 454 10
0 455 7
0 456 3
0 457 7
0 458 10
0 459 10
0 460 9
0 461 6
0 462 2
0 463 5
0 464 10
0 465 4
0 466 2
0 467 6
0 468 3
0 469 8
0 470 6
0 471 10
0 472 7
0 473 10
0 474 6
0 475 2
0 478 8
0 479 8
0 481 5
0 482 4
0 483 3
0 484 10
0 486 5
0 487 2
0 489 7
0 493 8
0 494 3
0 495 5
0 496 8
0 497 6
0 498 5
0 499 4
0 500 3
0 501 10
0 502 3
0 503 10
0 504 4
0 505 6
0 506 6
0 507 10
0 508 5
0 509 6
0 510 4
0 511 8
0 512 8
0 516 7
0 518 6
0 519 6
0 520 2
0 521 9
0 522 3
0 523 5
0 524 7
0 525 3
0 528 3
0 531 3
0 532 4
0 533 3
0 535 10
0 536 6
0 537 8
0 538 4
0 540 6
0 542 3
0 543 4
0 544 6
0 545 4
0 547 10
0 548 9
0 550 2
0 551 8
0 552 7
0 555 7
0 556 9
0 557 7
0 558 2
0 560 8
0 562 2
0 564 5
0 565 6
0 566 5
0 567 5
0 568 5
0 569 9
0 570 4
0 571 3
0 572 5
0 573 3
0 574 10
0 575 4
0 576 3
0 577 7
0 578 4
0 579 8
0 580 7
0 581 7
0 582 5
0 583 8
0 584 4
0 585 3
0 586 5
0 587 10
0 588 9
0 589 10
0 590 9
0 591 3
0 592 10
0 593 6
0 594 9
0 595 2
0 596 2
0 597 4
0 598 2
0 599 3
0 600 3
0 601 10
0 602 4
0 603 2
0 604 4
0 605 2
0 606 7
0 607 5
0 608 9
0 609 5
0 610 2
0 611 7
0 612 4
0 613 7
0 614 7
0 615 9
0 616 6
0 617 5
0 618 7
0 619 6
0 620 3
0 621 3
0 622 9
0 623 10
0 624 9
0 625 7
0 626 4
0 628 7
0 630 8
0 637 8
0 639 8
0 640 10
0 641 10
0 642 6
0 643 6
0 645 4
0 646 9
0 647 7
0 648 8
0 649 2
0 650 3
0 652 7
0 653 7
0 655 4
0 656 3
0 657 5
0 658 5
0 659 4
0 661 7
0 662 5
0 663 4
0 664 5
0 665 8
0 666 7
0 667 4
0 669 7
0 670 3
0 671 4
0 672 9
0 673 9
0 674 3
0 676 8
0 677 2
0 678 9
0 679 2
0 680 6
0 681 3
0 682 7
0 683 10
0 684 3
0 685 10
0 686 4
0 687 4
0 688 7
0 689 8
0 690 3
0 691 5
