595 148859
0 17 8
0 18 4
0 19 9
0 20 5
0 21 7
0 22 3
0 23 2
0 24 9
0 25 2
0 26 4
0 27 4
0 28 6
0 29 7
0 30 9
0 31 3
0 32 9
0 33 7
0 36 4
0 37 7
0 38 10
0 40 3
0 41 2
0 43 6
0 45 9
0 46 8
0 48 6
0 51 7
0 52 6
0 53 7
0 54 8
0 55 10
0 56 6
0 57 3
0 58 5
0 59 8
0 60 7
0 61 5
0 62 2
0 63 3
0 64 9
0 65 5
0 66 10
0 67 10
0 68 3
0 69 3
0 70 10
0 71 8
0 72 10
0 73 6
0 74 6
0 75 6
0 76 2
0 77 7
0 78 8
0 79 8
0 80 3
0 81 4
0 82 7
0 83 9
0 84 8
0 86 10
0 88 8
0 91 3
0 92 4
0 94 10
0 95 3
0 97 2
0 102 2
0 103 8
0 104 5
0 105 5
0 106 3
0 107 2
0 108 7
0 109 8
0 110 9
0 111 2
0 112 4
0 113 5
0 114 10
0 115 7
0 116 9
0 117 10
0 118 3
0 119 10
0 120 6
0 121 9
0 122 10
0 123 3
0 124 6
0 125 3
0 126 4
0 127 10
0 128 4
0 129 5
0 130 3
0 131 5
0 132 8
0 133 8
0 134 9
0 135 10
0 136 2
0 137 7
0 138 2
0 139 2
0 140 3
0 141 4
0 142 9
0 143 6
0 144 6
0 145 5
0 146 6
0 147 5
0 148 8
0 149 7
0 150 2
0 151 8
0 152 2
0 153 5
0 155 2
0 157 7
0 158 5
0 159 5
0 160 10
0 163 5
0 165 6
0 168 2
0 169 3
0 170 8
0 171 2
0 172 6
0 173 7
0 174 2
0 175 2
0 176 8
0 177 7
0 178 3
0 179 8
0 180 6
0 181 10
0 182 9
0 183 8
0 184 9
0 185 6
0 186 5
0 187 9
0 189 3
0 190 4
0 195 9
0 196 2
0 198 8
0 203 6
0 204 2
0 205 9
0 206 5
0 207 4
0 208 5
0 209 10
0 210 9
0 211 7
0 212 3
0 213 8
0 214 3
0 215 10
0 216 8
0 217 5
0 218 8
