760 246815
0 19 10
0 20 9
0 21 8
0 22 5
0 23 9
0 24 8
0 25 5
0 26 5
0 27 3
0 28 10
0 29 9
0 30 4
0 31 10
0 32 10
0 33 10
0 34 2
0 35 5
0 36 7
0 37 3
0 38 6
0 39 10
0 40 2
0 41 5
0 42 5
0 43 6
0 44 7
0 45 3
0 46 8
0 47 9
0 48 6
0 49 2
0 50 2
0 51 8
0 52 3
0 53 8
0 54 9
0 55 7
0 56 10
0 57 3
0 58 6
0 59 5
0 60 5
0 62 2
0 64 10
0 66 10
0 67 5
0 68 5
0 70 10
0 71 9
0 72 9
0 74 6
0 75 4
0 76 8
0 77 10
0 78 3
0 79 3
0 80 10
0 81 4
0 83 2
0 84 10
0 85 3
0 86 6
0 87 8
0 88 4
0 89 10
0 90 7
0 91 10
0 92 3
0 93 2
0 94 10
0 95 4
0 98 5
0 99 2
0 101 4
0 103 3
0 104 9
0 106 4
0 107 4
0 108 5
0 109 10
0 111 8
0 114 5
0 115 9
0 116 2
0 117 6
0 118 9
0 119 9
0 120 7
0 121 5
0 122 3
0 123 8
0 124 5
0 125 3
0 126 10
0 127 2
0 128 10
0 129 9
0 130 3
0 131 8
0 132 2
0 133 9
0 134 10
0 135 4
0 136 8
0 137 8
0 138 2
0 139 8
0 140 8
0 141 9
0 142 10
0 143 5
0 144 8
0 145 10
0 146 4
0 147 7
0 148 7
0 149 2
0 150 3
0 151 8
0 152 6
0 153 7
0 154 2
0 155 3
0 156 7
0 157 10
0 158 10
0 159 8
0 160 7
0 161 4
0 162 5
0 163 10
0 164 2
0 165 10
0 166 2
0 167 5
0 168 5
0 169 2
0 170 10
0 171 9
0 172 8
0 173 4
0 174 5
0 175 2
0 176 8
0 177 8
0 178 3
0 179 2
0 180 8
0 181 2
0 182 9
0 183 6
0 184 10
0 185 5
0 186 8
0 187 5
0 188 3
0 189 2
0 190 4
0 191 4
0 192 8
0 193 6
0 194 4
0 195 3
0 196 9
0 197 5
0 198 7
0 199 2
0 200 2
0 201 8
0 202 2
0 203 4
0 204 2
0 205 4
0 206 4
0 207 9
0 208 8
0 209 10
0 212 5
0 213 7
0 215 10
0 217 5
