450 83198
0 16 4
0 17 8
0 18 9
0 21 5
0 22 9
0 23 8
0 24 4
0 25 9
0 27 10
0 28 3
0 29 7
0 30 4
0 31 4
0 32 8
0 34 9
0 35 8
0 36 2
0 37 8
0 38 5
0 39 8
0 42 8
0 44 3
0 45 3
0 46 2
0 47 5
0 48 2
0 49 10
0 50 10
0 51 4
0 52 9
0 53 4
0 54 3
0 55 9
0 56 2
0 57 2
0 58 5
0 59 10
0 60 6
0 61 10
0 62 10
0 63 4
0 64 4
0 65 10
0 66 8
0 67 4
0 68 7
0 69 5
0 70 4
0 71 10
0 72 5
0 73 2
0 74 9
0 75 2
0 76 4
0 77 9
0 78 9
0 79 9
0 80 10
0 81 6
0 82 7
0 83 10
0 84 3
0 85 2
0 86 7
0 87 3
0 88 9
0 89 8
0 90 7
0 91 10
0 92 4
0 94 7
0 100 4
0 101 3
0 104 9
0 105 8
0 106 7
0 107 2
0 108 9
0 110 9
0 111 10
0 113 3
0 114 7
0 115 10
0 117 9
0 118 4
0 119 8
0 120 4
0 121 3
0 122 5
0 123 5
0 124 10
0 125 7
0 126 9
0 127 4
0 128 10
0 129 7
0 130 9
0 131 2
0 132 5
0 133 3
0 134 2
0 135 2
0 136 7
0 137 6
0 138 2
0 139 2
0 140 8
0 141 8
0 142 5
0 143 10
0 144 4
0 145 3
0 146 10
0 147 4
0 148 9
0 149 8
0 150 8
0 151 7
0 152 4
0 153 8
0 154 2
0 155 10
0 156 8
0 157 3
0 158 6
0 159 3
0 160 9
0 161 7
0 162 10
0 163 4
0 164 9
0 165 7
0 166 8
0 167 6
0 168 2
0 169 7
0 170 10
0 171 8
0 172 3
0 173 10
0 174 8
0 175 9
0 176 4
0 177 10
0 178 7
0 179 2
0 180 8
0 181 8
0 183 3
0 184 5
0 185 4
0 188 9
0 189 4
0 191 5
0 192 8
0 196 10
0 197 4
0 198 5
0 199 8
0 200 8
0 201 5
0 202 6
0 203 9
0 204 5
0 205 9
0 207 3
0 208 7
0 210 10
0 211 8
0 212 8
0 213 8
0 214 2
0 215 9
0 216 5
0 217 4
0 218 7
0 219 8
0 220 7
0 221 2
0 222 4
0 223 10
0 224 3
0 225 2
0 226 6
0 227 6
0 228 7
0 229 5
0 230 2
0 231 4
0 232 9
0 233 4
0 234 5
0 235 5
0 236 7
0 237 2
0 238 2
0 239 2
0 242 6
0 243 7
0 246 10
0 248 6
0 251 6
0 253 5
0 255 9
0 256 5
0 257 8
0 258 6
0 260 7
0 261 2
0 263 10
0 270 4
0 271 2
0 272 10
0 274 10
0 277 10
0 278 10
0 279 2
0 281 5
0 282 3
0 283 7
0 284 5
0 285 3
0 286 5
0 287 3
0 288 10
0 289 7
0 290 3
